ID	Origin	destination
174	70	307
175	56	638
176	917	815
177	156	285
178	498	888
179	915	849
180	128	365
181	168	553
182	528	822
183	61	375
184	608	170
185	521	248
186	269	191
187	65	384
188	717	246
189	868	266
190	631	400
191	449	790
192	423	698
193	504	359
194	207	2
195	353	141
196	503	497
197	527	341
198	152	658
199	545	196
200	73	637
201	374	201
202	451	198
203	695	794
204	305	589
205	730	109
206	759	536
207	701	336
208	910	522
209	424	109
210	399	717
211	620	545
212	575	462
213	27	300
214	453	525
215	207	513
216	405	670
217	271	294
218	891	932
219	387	583
220	4	735
221	32	872
222	404	623
223	221	826
224	420	491
225	323	837
226	892	741
227	482	572
228	741	459
229	845	230
230	240	929
231	451	169
232	741	469
233	102	792
234	838	845
235	757	262
236	692	100
237	271	144
238	268	489
239	430	2
240	163	623
241	743	163
242	474	372
243	766	213
244	269	227
245	912	156
246	170	47
247	866	746
248	210	573
249	501	74
250	867	371
251	147	227
252	724	81
253	168	890
254	438	158
255	42	680
256	246	756
257	608	475
258	609	346
259	162	136
260	13	932
261	687	181
262	776	245
263	842	301
264	705	493
265	181	99
266	832	843
267	912	800
268	854	701
269	508	571
270	831	249
271	93	707
272	694	353
273	605	495
274	560	879
275	164	693
276	588	628
277	298	652
278	454	372
279	22	551
280	217	47
281	192	259
282	669	708
283	229	898
284	111	144
285	868	330
286	256	85
287	461	504
288	89	101
289	578	758
290	728	621
291	695	367
292	337	844
293	234	259
294	525	150
295	627	351
296	703	358
297	171	647
298	264	141
299	933	10
300	16	708
301	599	433
302	19	282
303	573	565
304	168	382
305	425	593
306	925	601
307	394	630
308	532	612
309	121	892
310	24	393
311	151	158
312	468	889
313	423	442
314	132	498
315	319	229
316	427	739
317	135	50
318	773	824
319	713	426
320	207	808
321	927	153
322	348	826
323	738	571
324	455	873
325	586	642
326	544	789
327	651	388
328	440	636
329	104	780
330	750	850
331	260	526
332	858	713
333	296	499
334	933	442
335	293	384
336	13	531
337	117	716
338	363	153
339	17	627
340	385	524
341	104	929
342	443	335
343	368	649
344	217	582
345	176	573
346	449	164
347	491	699
348	883	205
349	511	377
350	29	548
351	402	395
352	688	306
353	679	137
354	503	83
355	213	377
356	188	17
357	555	171
358	154	481
359	778	682
360	380	573
361	286	462
362	62	258
363	870	340
364	711	115
365	694	619
366	677	86
367	313	744
368	388	596
369	226	27
370	187	771
371	679	520
372	129	894
373	147	168
374	701	284
375	643	505
376	80	458
377	67	707
378	364	921
379	163	523
380	403	687
381	715	826
382	719	442
383	298	325
384	754	813
385	263	897
386	685	356
387	599	928
388	669	739
389	161	10
390	700	314
391	381	835
392	269	213
393	549	168
394	916	571
395	186	687
396	174	540
397	813	748
398	905	302
399	358	929
400	830	98
401	691	452
402	26	543
403	139	247
404	573	727
405	14	789
406	323	272
407	750	596
408	82	503
409	45	129
410	764	624
411	442	477
412	161	334
413	873	246
414	430	493
415	225	82
416	930	512
417	777	4
418	281	47
419	201	82
420	710	524
421	650	573
422	228	513
423	891	257
424	265	91
425	496	170
426	387	480
427	412	23
428	626	549
429	625	674
430	548	631
431	329	542
432	335	168
433	303	8
434	135	540
435	178	136
436	577	674
437	311	383
438	180	438
439	688	223
440	795	434
441	583	877
442	217	12
443	284	559
444	278	201
445	765	162
446	482	665
447	767	532
448	10	800
449	206	739
450	613	605
451	356	926
452	113	197
453	282	174
454	477	402
455	462	682
456	858	826
457	512	505
458	822	218
459	253	512
460	546	266
461	382	683
462	264	617
463	58	542
464	800	261
465	876	356
466	770	153
467	257	647
468	911	393
469	573	783
470	271	428
471	119	837
472	816	901
473	777	641
474	131	281
475	531	381
476	851	368
477	931	1
478	272	61
479	231	39
480	654	472
481	330	818
482	457	254
483	510	880
484	365	466
485	723	576
486	627	778
487	477	603
488	823	900
489	819	213
490	172	385
491	770	531
492	667	270
493	882	898
494	599	554
495	699	366
496	860	855
497	535	273
498	866	854
499	737	582
500	595	758
501	814	238
502	491	600
503	877	681
504	203	82
505	883	362
506	123	316
507	267	767
508	253	537
509	104	292
510	752	140
511	178	473
512	523	63
513	733	703
514	699	76
515	874	755
516	485	184
517	811	84
518	916	102
519	363	281
520	816	914
521	180	720
522	592	394
523	289	141
524	870	319
525	550	414
526	827	743
527	781	444
528	374	675
529	782	145
530	153	574
531	243	755
532	61	157
533	570	186
534	53	96
535	664	443
536	240	643
537	618	140
538	650	242
539	337	226
540	379	199
541	355	572
542	143	136
543	667	37
544	705	587
545	865	606
546	712	815
547	919	581
548	369	550
549	539	148
550	109	483
551	203	735
552	499	730
553	713	803
554	164	334
555	525	870
556	664	109
557	436	742
558	870	600
559	323	413
560	457	294
561	903	98
562	224	641
563	147	383
564	577	21
565	844	283
566	72	428
567	286	276
568	293	780
569	120	166
570	718	103
571	504	325
572	347	205
573	400	502
574	756	796
575	376	321
576	304	558
577	770	910
578	317	538
579	274	116
580	858	120
581	39	835
582	521	814
583	900	646
584	301	227
585	371	61
586	538	861
587	662	762
588	754	635
589	408	453
590	729	728
591	791	393
592	910	230
593	762	386
594	199	50
595	313	603
596	276	796
597	916	262
598	859	350
599	233	786
600	319	138
601	25	203
602	121	491
603	656	639
604	636	368
605	563	164
606	202	556
607	576	711
608	286	406
609	747	605
610	903	254
611	319	503
612	415	354
613	664	364
614	321	551
615	641	841
616	212	275
617	581	855
618	24	298
619	49	623
620	311	729
621	655	54
622	187	410
623	418	157
624	714	734
625	788	547
626	318	78
627	106	838
628	709	557
629	632	783
630	89	141
631	252	367
632	292	419
633	405	875
634	819	375
635	228	351
636	28	364
637	689	561
638	623	602
639	781	907
640	504	510
641	592	42
642	361	137
643	508	547
644	475	165
645	83	362
646	224	552
647	159	480
648	863	672
649	466	685
650	458	69
651	163	269
652	747	37
653	718	729
654	679	877
655	83	475
656	206	493
657	526	347
658	98	579
659	134	397
660	755	510
661	668	51
662	581	329
663	869	191
664	791	415
665	108	807
666	794	189
667	371	506
668	506	572
669	676	68
670	738	372
671	65	741
672	248	579
673	147	867
674	731	287
675	214	682
676	435	756
677	864	700
678	408	691
679	691	562
680	755	882
681	696	136
682	717	195
683	741	70
684	328	150
685	684	455
686	799	901
687	805	531
688	505	903
689	754	412
690	40	882
691	1	266
692	561	110
693	279	807
694	673	95
695	766	161
696	133	863
697	258	60
698	748	59
699	468	131
700	650	240
701	693	183
702	685	700
703	808	840
704	147	419
705	813	744
706	472	587
707	354	869
708	538	108
709	742	549
710	903	649
711	908	53
712	589	833
713	832	416
714	81	457
715	478	768
716	500	131
717	272	861
718	765	758
719	325	852
720	158	831
721	500	870
722	890	651
723	824	492
724	708	792
725	835	708
726	852	750
727	900	800
728	244	410
729	32	507
730	137	443
731	675	505
732	221	317
733	779	613
734	706	466
735	365	740
736	706	788
737	591	747
738	744	830
739	699	241
740	377	699
741	506	612
742	462	448
743	716	638
744	731	508
745	519	898
746	494	253
747	28	5
748	668	626
749	747	305
750	22	55
751	824	882
752	168	108
753	303	20
754	846	676
755	713	360
756	336	392
757	577	464
758	916	511
759	70	565
760	152	175
761	801	357
762	593	600
763	833	883
764	305	537
765	808	583
766	919	225
767	208	217
768	208	814
769	371	192
770	392	400
771	244	782
772	26	249
773	447	74
774	718	74
775	643	227
776	782	688
777	334	414
778	875	392
779	431	820
780	614	159
781	84	925
782	400	59
783	35	828
784	53	112
785	389	758
786	121	309
787	2	709
788	678	143
789	615	259
790	106	424
791	208	880
792	213	181
793	707	342
794	884	738
795	523	610
796	150	243
797	460	626
798	163	137
799	21	351
800	457	17
801	410	721
802	95	665
803	798	837
804	301	703
805	612	609
806	719	208
807	119	263
808	172	827
809	877	281
810	192	819
811	919	662
812	395	829
813	683	157
814	911	171
815	273	515
816	273	205
817	46	233
818	754	574
819	767	417
820	633	234
821	734	812
822	133	842
823	289	377
824	305	135
825	896	494
826	110	231
827	619	547
828	919	168
829	463	796
830	423	62
831	67	669
832	37	443
833	453	289
834	745	248
835	721	529
836	219	886
837	584	335
838	461	790
839	634	345
840	90	820
841	139	30
842	881	33
843	569	556
844	595	933
845	608	721
846	856	591
847	443	522
848	835	114
849	488	103
850	657	44
851	490	192
852	291	433
853	710	453
854	819	840
855	408	574
856	883	178
857	241	508
858	924	490
859	718	550
860	723	259
861	124	635
862	468	296
863	414	932
864	298	224
865	277	391
866	395	153
867	564	654
868	718	189
869	272	689
870	781	55
871	765	402
872	912	170
873	545	396
874	496	906
875	777	239
876	187	146
877	284	636
878	763	400
879	555	55
880	48	854
881	564	722
882	244	914
883	156	154
884	167	765
885	480	375
886	461	716
887	599	5
888	43	580
889	838	648
890	271	30
891	82	709
892	252	297
893	475	755
894	565	808
895	678	222
896	877	293
897	804	314
898	539	742
899	60	129
900	150	328
901	531	182
902	459	437
903	196	856
904	1	394
905	143	80
906	353	578
907	62	300
908	455	396
909	858	829
910	645	679
911	169	616
912	537	665
913	686	358
914	395	384
915	546	832
916	183	739
917	132	86
918	419	262
919	835	294
920	181	358
921	299	719
922	388	735
923	597	20
924	899	67
925	136	119
926	667	376
927	308	513
928	620	133
929	285	813
930	115	278
931	449	711
932	824	832
933	211	456
934	577	597
935	173	98
936	277	90
937	493	109
938	418	754
939	770	95
940	833	59
941	18	644
942	622	301
943	594	679
944	145	824
945	117	74
946	296	871
947	68	803
948	353	573
949	629	583
950	209	795
951	210	906
952	661	345
953	692	428
954	267	465
955	9	194
956	329	213
957	208	769
958	565	649
959	550	761
960	226	598
961	676	89
962	58	651
963	867	176
964	393	69
965	840	229
966	44	291
967	395	525
968	85	628
969	575	681
970	330	487
971	124	682
972	856	624
973	543	485
974	242	49
975	222	113
976	842	686
977	169	11
978	57	801
979	71	382
980	689	791
981	12	918
982	642	676
983	2	730
984	212	268
985	452	744
986	324	549
987	561	349
988	317	703
989	447	15
990	595	603
991	81	642
992	854	740
993	124	596
994	132	249
995	49	364
996	637	312
997	724	229
998	914	139
999	386	4
1000	752	588
