linkId	fromNode	toNode	meanTime	stdTime
66	66	612	0.86267	0.09508268172680354	
67	67	613	0.86267	0.22312141219863624	
68	68	614	0.86267	0.24975947211504682	
69	69	615	0.86267	0.1354506616561477	
70	70	616	0.86267	0.22631544583601293	
71	71	617	0.86267	0.10535318686512155	
72	72	618	0.86267	0.1389473256892995	
73	73	619	0.86267	0.07732429509202397	
74	74	620	0.86267	0.2562983322582904	
75	75	621	0.86267	0.2586539461169772	
76	76	622	0.86267	0.1674250686538062	
76	77	623	0.86267	0.15908219014003405	
76	78	624	0.86267	0.14521638829552644	
76	79	625	0.86267	0.18702538140581884	
76	80	626	0.86267	0.16252949012024157	
76	81	627	0.86267	0.09072059137031814	
76	82	628	0.86267	0.12104602365138944	
76	83	629	0.86267	0.1208947588855532	
76	84	630	0.86267	0.09337338670707179	
76	85	631	0.86267	0.11620808207969409	
76	86	632	0.86267	0.06081504008975054	
76	87	633	0.86267	0.10575718149529326	
76	88	634	0.86267	0.1299225769471739	
76	89	635	0.86267	0.23485480406681028	
76	90	636	0.86267	0.25389513219043935	
76	91	637	0.86267	0.1406200799161527	
76	92	638	0.86267	0.2031207991698933	
76	93	639	0.86267	0.1575387234008662	
76	94	640	0.86267	0.25566939809923933	
76	95	641	0.86267	0.1586320458821776	
76	96	642	0.86267	0.049566340245147986	
76	97	643	0.86267	0.06134021457625963	
76	98	644	0.86267	0.2124113884986385	
76	99	645	0.86267	0.06484639368052042	
76	100	646	0.86267	0.1417416891693464	
76	101	647	0.86267	0.06293776678416636	
76	102	648	0.86267	0.23998824260844015	
76	103	649	0.86267	0.1600362633730874	
76	104	650	0.86267	0.1814949865620438	
76	105	651	0.86267	0.11810690891820833	
76	106	652	0.86267	0.2115398769266822	
76	107	653	0.86267	0.1668393125446904	
76	108	654	0.86267	0.1966242114467495	
76	109	655	0.86267	0.12140643471844605	
76	110	656	0.86267	0.24204769292064238	
76	111	657	0.86267	0.19265529519794897	
76	112	658	0.86267	0.2341309618434767	
76	113	659	0.86267	0.07977805631555945	
76	114	660	0.86267	0.19408798812762051	
76	115	661	0.86267	0.23393243631899355	
76	116	662	0.86267	0.13322374085550162	
76	117	663	0.86267	0.07136651797925937	
76	118	664	0.86267	0.25103938470529263	
76	119	665	0.86267	0.13253072767769647	
76	120	666	0.86267	0.1317705195027221	
76	121	667	0.86267	0.20259617787880732	
76	122	668	0.86267	0.07695856802776853	
76	123	669	0.86267	0.14890807260022543	
76	124	670	0.86267	0.08918918821874978	
76	125	671	0.86267	0.12831642822107467	
76	126	672	0.86267	0.1369236137049546	
76	127	673	0.86267	0.20930822484087241	
76	128	674	0.86267	0.24385406334596982	
76	129	675	0.86267	0.13041319232228424	
76	130	676	0.86267	0.109307878876398	
76	131	677	0.86267	0.1783514158765208	
76	132	678	0.86267	0.17978756445389205	
76	133	679	0.86267	0.16166065110014	
76	134	680	0.86267	0.1577408762774209	
76	135	681	0.86267	0.0982324536802776	
76	136	682	0.86267	0.13733767947611641	
76	137	683	0.86267	0.22724026715777407	
76	138	684	0.86267	0.10614934797948052	
76	139	685	0.86267	0.16426388970276287	
76	140	686	0.86267	0.08158078440571738	
76	141	687	0.86267	0.24492055292797116	
76	142	688	0.86267	0.08933632076630994	
76	143	689	0.86267	0.10781713724461736	
76	144	690	0.86267	0.13922315870236893	
76	145	691	0.86267	0.1856077072729914	
76	146	692	0.86267	0.18745815409370378	
76	147	693	0.86267	0.16590779309264123	
76	148	694	0.86267	0.23182722104861894	
76	149	695	0.86267	0.24802400481006973	
76	150	696	0.86267	0.24057933181920882	
76	151	697	0.86267	0.10676903583796842	
76	152	698	0.86267	0.16613177280870794	
76	153	699	0.86267	0.13496121578240913	
76	154	700	0.86267	0.20766424717256904	
76	155	701	0.86267	0.18732691506265092	
76	156	702	0.86267	0.1675225766448258	
76	157	703	0.86267	0.15108418145473348	
76	158	704	0.86267	0.2114092385511247	
76	159	705	0.86267	0.10871076326256085	
76	160	706	0.86267	0.05245954158901788	
76	161	707	0.86267	0.2134653931600319	
76	162	708	0.86267	0.24747899894109848	
76	163	709	0.86267	0.11473725846974973	
76	164	710	0.86267	0.23279227585619908	
76	165	711	0.86267	0.11457900298733555	
76	166	712	0.86267	0.23282503453051692	
76	167	713	0.86267	0.09843629021706288	
76	168	714	0.86267	0.21402708418512875	
76	169	715	0.86267	0.25108031973003264	
76	170	716	0.86267	0.13886165430440556	
76	171	717	0.86267	0.16394071917374692	
76	172	718	0.86267	0.17082870594662314	
76	173	719	0.86267	0.1167637868545715	
76	174	720	0.86267	0.09718591366149668	
76	175	721	0.86267	0.15644801618687115	
76	176	722	0.86267	0.2209484473282357	
76	177	723	0.86267	0.19324479901150526	
76	178	724	0.86267	0.25815638775155597	
76	179	725	0.86267	0.09824362251911606	
76	180	726	0.86267	0.18957228977820748	
76	181	727	0.86267	0.09234443647637065	
76	182	728	0.86267	0.18294274078269557	
76	183	729	0.86267	0.10165882503626764	
76	184	730	0.86267	0.21957768282721038	
76	185	731	0.86267	0.17614763369461622	
76	186	732	0.86267	0.21663100794761542	
76	187	733	0.86267	0.0671445499375556	
76	188	734	0.86267	0.07822181262398756	
76	189	735	0.86267	0.20731641429238695	
76	190	736	0.86267	0.2536269145736015	
76	191	737	0.86267	0.20741890127602416	
76	192	738	0.86267	0.09628886711592873	
76	193	739	0.86267	0.23804700457620273	
76	194	740	0.86267	0.247263702631316	
76	195	741	0.86267	0.1539876231077584	
76	196	742	0.86267	0.21787877601915345	
76	197	743	0.86267	0.0927466982571808	
76	198	744	0.86267	0.24216728198328485	
76	199	745	0.86267	0.10971131231539978	
76	200	746	0.86267	0.24309222424104143	
76	201	747	0.86267	0.11574111907634436	
76	202	748	0.86267	0.19233810126974757	
76	203	749	0.86267	0.06777042361739645	
76	204	750	0.86267	0.06722987275364206	
76	205	751	0.86267	0.10108353353536882	
76	206	752	0.86267	0.09416154232907528	
76	207	753	0.86267	0.07463059179108525	
76	208	754	0.86267	0.11599909495463129	
76	209	755	0.86267	0.25659564930397943	
76	210	756	0.86267	0.24944286754290476	
76	211	757	0.86267	0.1652118121151184	
76	212	758	0.86267	0.12146443599751498	
76	213	759	0.86267	0.20336141588834414	
76	214	760	0.86267	0.10230457419459728	
76	215	761	0.86267	0.12391060755605411	
76	216	762	0.86267	0.07238262879475117	
76	217	763	0.86267	0.15942954933423664	
76	218	764	0.86267	0.14264899483618834	
76	219	765	0.86267	0.24890228909039103	
76	220	766	0.86267	0.1348635509231839	
76	221	767	0.86267	0.14114978522691907	
76	222	768	0.86267	0.18878014966312945	
76	223	769	0.86267	0.11706919845159064	
76	224	770	0.86267	0.25071719797200126	
76	225	771	0.86267	0.23153128747831525	
76	226	772	0.86267	0.06515389842117619	
76	227	773	0.86267	0.09963930363707392	
76	228	774	0.86267	0.25770926187314974	
76	229	775	0.86267	0.20526410068418102	
76	230	776	0.86267	0.13829494183015328	
76	231	777	0.86267	0.23550942732108285	
76	232	778	0.86267	0.12637101430900477	
76	233	779	0.86267	0.09018029749307628	
76	234	780	0.86267	0.15029459591667685	
76	235	781	0.86267	0.2586108234301854	
76	236	782	0.86267	0.10541024103374602	
76	237	783	0.86267	0.15460301325477144	
76	238	784	0.86267	0.23648407276678135	
76	239	785	0.86267	0.22020503176470335	
76	240	786	0.86267	0.22640676187598663	
76	241	787	0.86267	0.25299839439910604	
76	242	788	0.86267	0.09665687977235121	
76	243	789	0.86267	0.08568146666936625	
76	244	790	0.86267	0.2081036957363982	
76	245	791	0.86267	0.12857678331590164	
76	246	792	0.86267	0.18365884063467236	
76	247	793	0.86267	0.043177009938420274	
76	248	794	0.86267	0.20482441640851448	
76	249	795	0.86267	0.21350211559577453	
76	250	796	0.86267	0.25638249152380854	
76	251	797	0.86267	0.24202316291323323	
76	252	798	0.86267	0.08728279814929166	
76	253	799	0.86267	0.19350410007271474	
76	254	800	0.86267	0.15154105618375197	
76	255	801	0.86267	0.07842803213444373	
76	256	802	0.86267	0.08543578393380093	
76	257	803	0.86267	0.24751157771916926	
76	258	804	0.86267	0.1728842976655122	
76	259	805	0.86267	0.1032880046279714	
76	260	806	0.86267	0.15817627262310938	
76	261	807	0.86267	0.17176345744949167	
76	262	808	0.86267	0.09078918012610471	
76	263	809	0.86267	0.1412424812817414	
76	264	810	0.86267	0.2050765369021432	
76	265	811	0.86267	0.059006639757407525	
76	266	812	0.86267	0.2072586821930503	
76	267	813	0.86267	0.08042586715797378	
76	268	814	0.86267	0.16458086842374378	
76	269	815	0.86267	0.2035547138346737	
76	270	816	0.86267	0.11371397942951678	
76	271	817	0.86267	0.19442129369728398	
76	272	818	0.86267	0.04393169647797637	
76	273	819	0.86267	0.05380021724861234	
76	274	820	0.86267	0.19650057097390478	
76	275	821	0.86267	0.2104816657216657	
76	276	822	0.86267	0.19999200399688385	
76	277	823	0.86267	0.193899661427672	
76	278	824	0.86267	0.04887248586447045	
76	279	825	0.86267	0.22819608954013054	
76	280	826	0.86267	0.23912459161536642	
76	281	827	0.86267	0.1314178815618907	
76	282	828	0.86267	0.20978928138836583	
76	283	829	0.86267	0.23829579219143146	
76	284	830	0.86267	0.23733521773069466	
76	285	831	0.86267	0.2049188820852	
76	286	832	0.86267	0.24879550630585157	
76	287	833	0.86267	0.18291540053542713	
76	288	834	0.86267	0.07940867407596766	
76	289	835	0.86267	0.20587789604674842	
76	290	836	0.86267	0.2049788207036458	
76	291	837	0.86267	0.19398697262004286	
76	292	838	0.86267	0.10463659180698717	
76	293	839	0.86267	0.14876112600382393	
76	294	840	0.86267	0.23446917598765954	
76	295	841	0.86267	0.21632568729569512	
76	296	842	0.86267	0.09595901994823428	
76	297	843	0.86267	0.04608317075292265	
76	298	844	0.86267	0.16658453442252838	
76	299	845	0.86267	0.24285769756853656	
76	300	846	0.86267	0.24458568960531174	
76	301	847	0.86267	0.21872350916320826	
76	302	848	0.86267	0.09045938163333772	
76	303	849	0.86267	0.21045649902147534	
76	304	850	0.86267	0.14458150060890076	
76	305	851	0.86267	0.20023128491804226	
76	306	852	0.86267	0.15555695357721383	
76	307	853	0.86267	0.11026084580077122	
76	308	854	0.86267	0.06096662740764395	
76	309	855	0.86267	0.08099524891298045	
76	310	856	0.86267	0.18813308753317914	
76	311	857	0.86267	0.22992371838722372	
76	312	858	0.86267	0.08876823571917743	
76	313	859	0.86267	0.234378261842594	
76	314	860	0.86267	0.1482983305276169	
76	315	861	0.86267	0.21252795730106108	
76	316	862	0.86267	0.07174157233323292	
76	317	863	0.86267	0.1257981423272305	
76	318	864	0.86267	0.12570038028574929	
76	319	865	0.86267	0.16018837326577007	
76	320	866	0.86267	0.14075048492444572	
76	321	867	0.86267	0.057903755145884285	
76	322	868	0.86267	0.2003698589159297	
76	323	869	0.86267	0.06331548017427363	
76	324	870	0.86267	0.10287298550500353	
76	325	871	0.86267	0.24663186238150428	
76	326	872	0.86267	0.23130087384643305	
76	327	873	0.86267	0.0575424322816991	
76	328	874	0.86267	0.20128913983204902	
76	329	875	0.86267	0.05044341710870408	
76	330	876	0.86267	0.08807696488142613	
76	331	877	0.86267	0.2204078645964374	
76	332	878	0.86267	0.17200983445785786	
76	333	879	0.86267	0.1745586005541493	
76	334	880	0.86267	0.05098653532083857	
76	335	881	0.86267	0.21552114965502375	
76	336	882	0.86267	0.24163081972838388	
76	337	883	0.86267	0.20868427149404353	
76	338	884	0.86267	0.09789520891600562	
76	339	885	0.86267	0.1275612021197332	
76	340	886	0.86267	0.1813078740038903	
76	341	887	0.86267	0.22227163972156108	
76	342	888	0.86267	0.2099139655489476	
76	343	889	0.86267	0.17504426243769902	
76	344	890	0.86267	0.17933147380758993	
76	345	891	0.86267	0.20530349262081687	
76	346	892	0.86267	0.09563659983984506	
76	347	893	0.86267	0.223968668324876	
76	348	894	0.86267	0.15301496779581053	
76	349	895	0.86267	0.21864743439013443	
76	350	896	0.86267	0.183045316057084	
76	351	897	0.86267	0.08640497075160689	
76	352	898	0.86267	0.08062524190311311	
76	353	899	0.86267	0.059093423761284423	
76	354	900	0.86267	0.22126138729609635	
76	355	901	0.86267	0.07871675695250904	
76	356	902	0.86267	0.11688156344443236	
76	357	903	0.86267	0.24683377646650048	
76	358	904	0.86267	0.177861858109199	
76	359	905	0.86267	0.25442594819366054	
76	360	906	0.86267	0.13628045467472574	
76	361	907	0.86267	0.21561423522402423	
76	362	908	0.86267	0.2567958103329494	
76	363	909	0.86267	0.22248043217612098	
76	364	910	0.86267	0.2527663557209795	
76	365	911	0.86267	0.2471525534295007	
76	366	912	0.86267	0.17748769913883639	
76	367	913	0.86267	0.13695945265931875	
76	368	914	0.86267	0.18787980986858677	
76	369	915	0.86267	0.11202155162008644	
76	370	916	0.86267	0.16724920394078033	
76	371	917	0.86267	0.08343375768792766	
76	372	918	0.86267	0.15505149070582022	
76	373	919	0.86267	0.1902238232411949	
76	374	920	0.86267	0.20646876974504977	
76	375	921	0.86267	0.12412929859571853	
76	376	922	0.86267	0.22717982599637104	
76	377	923	0.86267	0.14606006595144355	
76	378	924	0.86267	0.2552034594834517	
76	379	925	0.86267	0.17836564316237022	
76	380	926	0.86267	0.08033630516624836	
76	381	927	0.86267	0.22590726577210044	
76	382	928	0.86267	0.19012525475593112	
76	383	929	0.86267	0.21345371595002027	
76	384	930	0.86267	0.06511711680691261	
76	385	931	0.86267	0.14329297418963668	
76	386	932	0.86267	0.14249545848158057	
76	387	933	0.86267	0.08098920730054493	
76	388	390	12.0468	0.6587199492288982	
76	388	391	6.35718	1.4236862735781053	
76	388	708	1.81366	0.26822810979042594	
76	388	802	4.42618	1.1994048429637187	
76	389	390	4.70056	0.950090194971539	
76	389	801	7.50969	1.566698993447288	
76	389	914	3.3019	0.9146422961798238	
76	390	388	12.0468	3.5166541618717724	
76	390	389	4.70056	0.4184374523140895	
76	390	925	7.06021	1.9421300297815094	
76	391	388	6.35718	0.6910092103590838	
76	391	392	4.5587	1.2778560770669583	
76	391	709	1.26933	0.31236792304968924	
76	391	715	4.71637	0.49827658122403207	
76	392	391	4.5587	1.172000049547231	
76	392	393	2.70059	0.27261859333448535	
76	392	713	1.675	0.2560305973950097	
76	392	717	1.60466	0.3882319627449021	
76	393	392	2.70059	0.6083741266821869	
76	393	394	3.1116	0.23854317270178227	
76	393	712	2.70953	0.3547558253497614	
76	393	716	0.61304	0.117931308444365	
76	394	393	3.1116	0.5158337116974352	
76	394	395	2.25782	0.3876018015798588	
76	394	584	4.77245	1.1409361636721866	
76	394	601	0.56239	0.10173461371464611	
76	395	394	2.25782	0.38553395572705973	
76	395	396	3.35722	0.23775384445516357	
76	395	584	3.87386	0.9354552436519605	
76	395	600	0.82969	0.12387351832893262	
76	396	395	3.35722	0.9104576051834989	
76	396	397	1.95295	0.5695294422562567	
76	397	396	1.95295	0.09794021578833528	
76	397	398	2.17728	0.5577925957724054	
76	397	588	2.501	0.4517107016268613	
76	397	604	1.10476	0.07526204151792225	
76	398	397	2.17728	0.6493783794340945	
76	398	399	0.62803	0.09554233300941549	
76	398	400	1.95581	0.404360236186352	
76	398	403	2.806	0.4921127145570082	
76	399	398	0.62803	0.18235407467437348	
76	399	537	3.93438	0.6642203950472293	
76	399	604	1.69926	0.45327153573743334	
76	399	609	1.364	0.08508783699907542	
76	400	398	1.95581	0.4590655530574551	
76	400	401	3.45553	0.49797687705682814	
76	400	587	1.00973	0.08427276763435139	
76	400	609	2.50769	0.19482948136274292	
76	401	400	3.45553	0.4526794194630086	
76	401	402	1.5004	0.3862479324080376	
76	401	585	1.00047	0.19761377925337587	
76	401	590	2.22043	0.33962777621372947	
76	402	401	1.5004	0.08702179436866733	
76	403	398	2.806	0.5368826633834107	
76	403	404	3.00452	0.26310753335039966	
76	403	606	1.20311	0.3080048271022461	
76	403	611	1.92899	0.39301481968059465	
76	404	403	3.00452	0.6731912657573584	
76	404	405	0.91703	0.14961059399910945	
76	404	675	1.54319	0.3883170230031912	
76	404	680	1.61045	0.3052161983145337	
76	405	404	0.91703	0.1386325740489068	
76	405	406	2.18666	0.3975090368239114	
76	405	488	0.95285	0.18479963776988806	
76	406	405	2.18666	0.5909047287278418	
76	406	407	3.05061	0.8122798295924764	
76	406	677	0.82067	0.18496287188087288	
76	406	682	2.20446	0.32307250829559825	
76	407	406	3.05061	0.8628423435697988	
76	407	408	2.94384	0.1795294040452279	
76	407	687	0.82067	0.22310895748728032	
76	407	692	2.45596	0.21027788240923262	
76	408	407	2.94384	0.6505947124834907	
76	408	409	1.91447	0.13715149310244987	
76	408	689	1.04948	0.08617236870667043	
76	408	694	2.10339	0.14407175325108354	
76	409	408	1.91447	0.22200426094109602	
76	409	410	3.58034	0.18996891387022727	
76	409	538	1.40829	0.28746219528070877	
76	409	539	2.55473	0.71773612848612	
76	410	409	3.58034	0.38147283446578895	
76	410	411	2.99149	0.15086719053506753	
76	410	690	2.81196	0.6127582632955766	
76	410	700	0.63686	0.13771544059917906	
76	411	410	2.99149	0.15863420355454197	
76	411	412	2.93815	0.36235010370775883	
76	411	685	2.91909	0.20673194548820867	
76	411	695	0.63686	0.16929861157966447	
76	412	411	2.93815	0.2905784800434974	
76	412	413	2.87283	0.5238694114469333	
76	413	412	2.87283	0.7713445035739631	
76	413	414	2.80865	0.7283969245343398	
76	413	730	3.17024	0.27793839267385073	
76	413	734	0.62208	0.07805140731567939	
76	414	413	2.80865	0.3547240551217923	
76	414	415	4.37375	0.6639414642307175	
76	414	731	3.20061	0.4635860581868322	
76	414	735	0.63686	0.10769773543548417	
76	415	414	4.37375	1.1201489171857675	
76	415	416	6.15496	1.3020690934008157	
76	415	727	4.24465	0.4838670404374409	
76	415	733	1.75633	0.243329712478633	
76	416	415	6.15496	0.9398294426456411	
76	416	417	5.59407	1.6279007235884075	
76	416	726	2.04509	0.18677853790628668	
76	416	732	3.95137	0.6331215821232958	
76	417	416	5.59407	0.8622729529349328	
76	417	732	8.19718	0.8993424982627316	
76	417	913	3.12711	0.5341987843775441	
76	417	926	6.52016	1.8817461737117835	
76	418	419	5.50658	1.6373815534529101	
76	418	921	2.33798	0.6671986978860324	
76	418	922	4.25297	0.489017018823456	
76	418	923	10.3917	1.7253780226241382	
76	419	418	5.50658	1.3406067646679478	
76	419	420	4.81398	0.5479725729137667	
76	419	739	3.41273	0.314492355982448	
76	419	743	1.62768	0.39290874135046006	
76	420	419	4.81398	1.280217910807674	
76	420	421	2.97089	0.7240264763941112	
76	420	751	2.501	0.6286585598709955	
76	420	752	0.90683	0.07528182096514993	
76	421	420	2.97089	0.31440247894158574	
76	421	422	3.25194	0.795597974643135	
76	421	753	1.47413	0.2686425089900596	
76	421	754	1.83508	0.17805161528867872	
76	422	421	3.25194	0.3328005459663948	
76	422	423	2.80865	0.4667113131682798	
76	422	762	0.61	0.14473290648301013	
76	422	766	3.05061	0.286680941201647	
76	423	422	2.80865	0.730315657166613	
76	423	424	3.09902	0.6943768287670128	
76	423	764	0.69551	0.19684913435588577	
76	423	767	3.49621	0.7952174017475196	
76	424	423	3.09902	0.3577067099411707	
76	424	425	3.06764	0.7298691815949058	
76	424	773	0.682	0.19591871775891806	
76	424	777	3.32995	0.45881738824779233	
76	425	424	3.06764	0.6275784650497223	
76	425	426	1.53594	0.18181458139382853	
76	425	775	1.47539	0.12861288007878596	
76	425	779	1.73609	0.30385171429406815	
76	426	425	1.53594	0.43654683928727867	
76	426	427	0.9548	0.2484911928894249	
76	426	441	4.40258	0.6894878338211708	
76	427	426	0.9548	0.20234560169398724	
76	427	428	3.24219	0.866413700959232	
76	427	594	0.7446	0.219237591742896	
76	427	779	2.57432	0.651632691905034	
76	428	427	3.24219	0.20356478299748065	
76	428	429	0.682	0.11800456825403358	
76	428	431	0.9548	0.2575332331881151	
76	429	428	0.682	0.19165579038939776	
76	429	430	0.60078	0.11968805834139279	
76	429	593	1.00047	0.25336842115002606	
76	429	778	2.39692	0.17642817494354046	
76	430	429	0.60078	0.06565990573284025	
76	431	428	0.9548	0.22947367308748073	
76	431	432	3.22089	0.5689538870107939	
76	431	593	0.682	0.11263995027245449	
76	431	597	2.42854	0.43512628818962096	
76	432	431	3.22089	0.4636411977531755	
76	432	433	2.37978	0.4598213531429288	
76	432	595	1.66609	0.2613777003749013	
76	432	599	1.56355	0.3300515518026731	
76	433	432	2.37978	0.5463142261411719	
76	433	434	2.01208	0.5038139826401485	
76	433	616	2.79936	0.3709654562393851	
76	433	617	0.76433	0.16275285778201795	
76	434	433	2.01208	0.5707340729301696	
76	434	435	2.60592	0.23421339898717822	
76	434	618	3.17024	0.30449313738098804	
76	434	619	0.63686	0.184991605331189	
76	435	434	2.60592	0.7811083404857333	
76	435	436	1.78575	0.2146258920110959	
76	435	552	1.30973	0.15225973497783804	
76	435	554	1.76057	0.36836285998654356	
76	436	435	1.78575	0.523389467407108	
76	436	437	2.75582	0.6484535526880312	
76	436	496	0.95285	0.25623770665978723	
76	437	436	2.75582	0.6580209403677447	
76	437	438	3.79967	0.8767725619434285	
76	437	554	1.037	0.1459994584228551	
76	437	556	3.32156	0.828077904662115	
76	438	437	3.79967	0.6390171000247198	
76	438	439	2.196	0.2664901545689809	
76	438	535	7.09097	2.002896156507696	
76	438	536	1.85925	0.4075640753410463	
76	438	540	1.50659	0.33562471217949735	
76	439	438	2.196	0.15646233410293972	
76	439	440	2.318	0.41732228649537245	
76	439	614	2.33798	0.671409225872299	
76	439	615	0.7764	0.16074888467750953	
76	440	439	2.318	0.3073154283826503	
76	440	441	2.44076	0.2583707034368985	
76	440	612	2.33798	0.2431762594218694	
76	440	613	0.86267	0.09403688748509427	
76	441	426	4.40258	0.2737535279259987	
76	441	440	2.44076	0.3726277958149449	
76	441	591	1.87122	0.5557383928300763	
76	441	596	1.30973	0.22319022028175273	
76	442	443	3.9287	0.9188775885059091	
76	442	898	6.25094	0.6330277081811182	
76	442	899	1.5444	0.30662600863192374	
76	442	929	32.8818	8.019963221896042	
76	443	442	3.9287	0.9588878154211783	
76	443	444	4.52881	0.46343980686719755	
76	443	897	1.00973	0.09271677679601913	
76	443	898	3.82164	0.4763862198154949	
76	444	443	4.52881	0.8198253350759733	
76	444	445	5.42934	0.8631825740149883	
76	445	444	5.42934	1.0925858584870056	
76	445	446	6.81154	1.116886965587893	
76	445	885	4.73644	1.0633193686555762	
76	445	886	1.64248	0.2625170304304895	
76	446	445	6.81154	1.0555973190806491	
76	446	447	6.28774	1.0904736628748202	
76	446	858	1.41882	0.1533963770697151	
76	446	859	4.74469	0.9792619102423299	
76	447	446	6.28774	1.6016077708192251	
76	447	448	4.3224	0.545878302959381	
76	447	848	3.81335	0.3317634775259278	
76	447	849	2.16185	0.32241116494645344	
76	448	447	4.3224	0.843717341246614	
76	448	449	2.989	0.8728610988899208	
76	448	664	2.75245	0.7348304075881426	
76	448	665	0.65699	0.09345321306517929	
76	449	448	2.989	0.6586994363640553	
76	449	450	1.83	0.28492940139236717	
76	449	662	2.63362	0.756880789711173	
76	449	663	0.682	0.13396679184475666	
76	450	449	1.83	0.2317469544546131	
76	450	451	1.30973	0.3592443083053358	
76	450	453	4.05593	0.7958692693990348	
76	450	508	3.51955	0.2456506813268155	
76	451	450	1.30973	0.34905116726185975	
76	451	452	2.00095	0.22232590880256523	
76	451	654	2.00652	0.17866249400554687	
76	451	655	1.2276	0.20924110381911878	
76	452	451	2.00095	0.18224984061947597	
76	452	525	2.15668	0.4821336459433639	
76	452	652	2.16185	0.22552381392065265	
76	452	654	1.13467	0.2996506730450706	
76	453	450	4.05593	0.6027324964821413	
76	453	454	9.13311	1.672412961207689	
76	453	650	2.62016	0.3486342712285312	
76	453	841	0.7446	0.07146446316233596	
76	454	453	9.13311	2.0498257039327386	
76	454	455	2.99894	0.4717563803661574	
76	454	838	1.98695	0.4371353526367927	
76	454	840	1.20311	0.2788107434823095	
76	455	454	2.99894	0.8584548828546271	
76	455	456	2.92864	0.5203599436442254	
76	455	833	2.14543	0.40787812317159644	
76	455	835	1.18441	0.3486615904869497	
76	456	455	2.92864	0.19700866774584944	
76	456	457	3.18429	0.4465058420353563	
76	456	834	1.96908	0.1253473810715399	
76	456	836	1.13467	0.0667860220334359	
76	457	456	3.18429	0.7237076001210773	
76	457	458	1.58248	0.28120280452310387	
76	457	829	3.05061	0.30385475195163136	
76	457	831	0.682	0.15316753511722087	
76	458	457	1.58248	0.10645282176831736	
76	458	459	1.3708	0.12173885740107392	
76	458	467	5.6173	0.32710546595725215	
76	458	468	3.08879	0.4455450148744647	
76	459	458	1.3708	0.23160133173787856	
76	459	460	5.04681	0.8129289841710441	
76	459	832	1.27372	0.24653680057977026	
76	459	845	3.63808	0.1830272242976076	
76	460	459	5.04681	1.3544420329802678	
76	460	461	6.78445	1.4912381283073186	
76	460	872	4.80508	0.5681388002406125	
76	460	875	1.09969	0.2640572846856649	
76	461	460	6.78445	1.2063053784302131	
76	461	462	5.79725	1.5753857688046913	
76	461	874	2.42854	0.31706525511585726	
76	461	877	3.93675	0.6297814129183573	
76	462	461	5.79725	0.9032180424132414	
